House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
18,Hazel Turnpike,Declan,Sutton,29,Son,Divorced,Male,Estate manager/land agent,None,Christian
19,Hazel Turnpike,Abbie,Lloyd,70,Head,Married,Female,"Retired Producer, radio",None,Christian
19,Hazel Turnpike,Glen,Lloyd,76,Husband,Married,Male,Retired Science writer,None,No Religion
19,Hazel Turnpike,Michelle,Evans,3,Granddaughter,NA,Female,Child,None,NA
19,Hazel Turnpike,Conor,Parkin,63,Lodger,Single,Male,"Accountant, chartered public finance",None,Christian
19,Hazel Turnpike,Clive,Perry,26,Lodger,Single,Male,Unemployed,None,Christian
20,Hazel Turnpike,Leon,Henderson,33,Head,Single,Male,Licensed conveyancer,None,Christian
20,Hazel Turnpike,Maureen,James,26,None,Single,Female,Trade union research officer,None,Christian
20,Hazel Turnpike,Natalie,Williams,45,None,Single,Female,Drilling engineer,None,Christian
21,Hazel Turnpike,Zoe,Taylor,43,Head,Single,Female,Unemployed,None,No Religion
21,Hazel Turnpike,Jamie,Davies,43,Partner,Single,Male,"Education officer, community",None,No Religion
22,Hazel Turnpike,Barbara,Marsden,47,Head,Married,Female,Conference centre manager,None,Christian
22,Hazel Turnpike,Phillip,Marsden,52,Husband,Married,Male,Ecologist,None,Christian
22,Hazel Turnpike,Gregory,Marsden,11,Son,NA,Male,Student,None,No Religion
23,Hazel Turnpike,Marilyn,Bennett,53,Head,Married,Female,Volunteer coordinator,None,Christian
23,Hazel Turnpike,Barry,Bennett,56,Husband,Married,Male,"Teacher, secondary school",None,Christian
24,Hazel Turnpike,Kerry,Ryan,45,Head,Divorced,Female,Chartered legal executive (England and Wales), ,No Religion
24,Hazel Turnpike,Henry,Ryan,17,Son,NA,Male,Student,None,NA
24,Hazel Turnpike,Fiona,Ryan,17,Daughter,NA,Female,Student,None,NA
24,Hazel Turnpike,Gail,Ryan,15,Daughter,NA,Female,Student,None,NA
24,Hazel Turnpike,Claire,Ryan,11,Daughter,NA,Female,Student,None,NA
25,Hazel Turnpike,Tom,Hayes,66,Head,Divorced,Male,Unemployed,None,Christian
26,Hazel Turnpike,Frank,Palmer,72,Head,Widowed,Male,Retired Archivist,None,No Religion
27,Hazel Turnpike,Christine,Wells,31,Head,Single,Female,Counselling psychologist,None,Hindu
27,Hazel Turnpike,Pauline,Wells,1,Daughter,NA,Female,Child,None,NA
27,Hazel Turnpike,Howard,Stewart,33,Lodger,Single,Male,Hydrologist,None,No Religion
27,Hazel Turnpike,Francis,Shaw,56,Lodger,Divorced,Male,Audiological scientist,None,Christian
28,Hazel Turnpike,Hollie,Chambers,53,Head,Single,Female,Proofreader,None,No Religion
29,Hazel Turnpike,Julia,Davey,44,Head,Married,Female,Translator,None,Christian
29,Hazel Turnpike,Michael,Davey,50,Husband,Married,Male,"Research officer, trade union",None,Christian
29,Hazel Turnpike,Toby,Davey,15,Son,NA,Male,Student,None,NA
29,Hazel Turnpike,Martyn,Davey,11,Son,NA,Male,Student,None,NA
29,Hazel Turnpike,Melanie,Davey,8,Daughter,NA,Female,Student,None,NA
30,Hazel Turnpike,Brian,Taylor,52,Head,Divorced,Male,Soil scientist,None,Christian
30,Hazel Turnpike,Jodie,Rahman,11,Niece,NA,Female,Student,None,NA
31,Hazel Turnpike,Rachael,Myers,62,Head,Divorced,Female,Unemployed,None,Christian
31,Hazel Turnpike,June,Myers,39,Daughter,Single,Female,"Administrator, local government",None,No Religion
32,Hazel Turnpike,Judith,Schofield,48,Head,Widowed,Female,Radiation protection practitioner,None,No Religion
33,Hazel Turnpike,Carl,Gould,52,Head,Divorced,Male,Advice worker,None,Christian
33,Hazel Turnpike,Jane,Gould,16,Daughter,NA,Female,Student,None,NA
33,Hazel Turnpike,Timothy,Gould,13,Son,NA,Male,Student,None,NA
33,Hazel Turnpike,Oliver,Gould,12,Son,NA,Male,Student,None,NA
34,Hazel Turnpike,Margaret,Marshall,41,Head,Married,Female,"Surveyor, planning and development",None,No Religion
34,Hazel Turnpike,Louis,Marshall,46,Husband,Married,Male,Analytical chemist,None,No Religion
34,Hazel Turnpike,Linda,Marshall,7,Daughter,NA,Female,Student,None,No Religion
35,Hazel Turnpike,Dorothy,Bird,33,Head,Single,Female,Unemployed,None,No Religion
35,Hazel Turnpike,Lesley,Bird,7,Daughter,NA,Female,Student,None,NA
36,Hazel Turnpike,Melissa,Bentley,53,Head,Single,Female,Unemployed,None,Christian
1,Charity Close,Aimee,Peacock,42,Head,Married,Female,"Engineer, land",None,No Religion
1,Charity Close,Alison,Miller,45,Wife,Married,Female,Occupational therapist,None,No Religion
1,Charity Close,Maria,Peacock,15,Daughter,NA,Female,Student,None,No Religion
1,Charity Close,Kieran,Peacock,13,Son,NA,Male,Student,None,No Religion
2,Charity Close,Dorothy,Edwards,46,Head,Married,Female,Technical author,None,Christian
2,Charity Close,Peter,Edwards,52,Husband,Married,Male,Brewing technologist,None,Christian
2,Charity Close,Molly,Edwards,10,Daughter,NA,Female,Student,None,No Religion
2,Charity Close,Georgina,Edwards,6,Daughter,NA,Female,Student,None,Christian
2,Charity Close,Gail,Edwards,4,Daughter,NA,Female,Child,None,No Religion
2,Charity Close,Ryan,Edwards,4,Son,NA,Male,Child,None,Christian
3,Charity Close,Helen,Woods,43,Head,Single,Female,"Buyer, industrial",None,No Religion
3,Charity Close,Geoffrey,Wallis,43,Partner,Single,Male,Unemployed,None,No Religion
3,Charity Close,Tom,Woods,20,Son,Single,Male,University Student,None,No Religion
3,Charity Close,Trevor,Woods,6,Son,NA,Male,Student,None,No Religion
4,Charity Close,Marian,Harper,32,Head,Single,Female,Database administrator,None,No Religion
4,Charity Close,Hilary,Dale,33,Partner,Single,Female,Unemployed,None,No Religion
4,Charity Close,Joyce,Harper,2,Daughter,NA,Female,Child,None,No Religion
4,Charity Close,Zoe,Walsh,37,Visitor,Single,Female,Illustrator,None,Christian
5,Charity Close,Brenda,Bailey,88,Head,Married,Female,Retired Field trials officer,None,Christian
5,Charity Close,Leslie,Bailey,92,Husband,Married,Male,Retired Textile designer,None,Christian
6,Charity Close,Lindsey,Henderson,37,Head,Married,Female,Armed forces operational officer,None,No Religion
6,Charity Close,Leigh,Henderson,36,Husband,Married,Male,"Administrator, education",None,No Religion
6,Charity Close,Allan,Henderson,17,Son,NA,Male,Student,None,No Religion
6,Charity Close,Tracey,Henderson,9,Daughter,NA,Female,Student,None,No Religion
7,Charity Close,Emma,Baldwin,18,Head,Married,Female,Student,None,
7,Charity Close,Victor,Baldwin,22,Husband,Married,Male,University Student,None,
7,Charity Close,Guy,Baldwin,1,Son,NA,Male,Child,None,
7,Charity Close,Kirsty,Davies,31,Lodger,Single,Female,"Scientist, marine",None,No Religion
8,Charity Close,Suzanne,Willis,54,Head,Single,Female,Patent attorney,None,No Religion
8,Charity Close,Caroline,Bennett,20,Daughter,Divorced,Female,University Student,None,No Religion
8,Charity Close,Bethany,Bennett,10,Adopted Daughter,NA,Female,Student,None,NA
8,Charity Close,Joanne,Bennett,7,Daughter,NA,Female,Student,None,NA
9,Charity Close,Kim,Khan,34,Head,Single,Female,Stage manager,None,No Religion
9,Charity Close,Dale,Davies,39,Partner,Single,Male,Lexicographer,None,No Religion
9,Charity Close,Grace,Khan,14,Daughter,NA,Female,Student,None,No Religion
9,Charity Close,Charlene,Khan,12,Daughter,NA,Female,Student,None,No Religion
9,Charity Close,Rosie,Miller-Khan,11,Daughter,NA,Female,Student,None,No Religion
9,Charity Close,Beverley,Miller-Khan,10,Daughter,NA,Female,Student,None,No Religion
10,Charity Close,Karen,Hurst,35,Head,Divorced,Female,Audiological scientist,None,Christian
10,Charity Close,Marie,Hurst,0,Daughter,NA,Female,Child,None,NA
11,Charity Close,Dawn,Iqbal,40,Head,Married,Female,Pathologist,None,Christian
11,Charity Close,Antony,Iqbal,42,Husband,Married,Male,Chiropodist,None,No Religion
11,Charity Close,Ryan,Iqbal,7,Son,NA,Male,Student,None,Christian
11,Charity Close,Ryan,Iqbal,5,Son,NA,Male,Student,None,Christian
12,Charity Close,Jane,Sharpe,26,Head,Divorced,Female,Geoscientist,None,No Religion
12,Charity Close,Jeremy,Sharpe,6,Son,NA,Male,Student,None,NA
12,Charity Close,Anthony,Sharpe,2,Son,NA,Male,Child,None,NA
12,Charity Close,Lee,Allen,22,Lodger,Single,Male,University Student,None,No Religion
13,Charity Close,Jill,Cook,38,Head,Single,Female,Medical technical officer,None,Christian
13,Charity Close,Iain,Mills,41,Partner,Single,Male,Clinical biochemist,None,No Religion
13,Charity Close,Victor,Cook,6,Son,NA,Male,Student,None,Christian
13,Charity Close,Lorraine,Cook,2,Daughter,NA,Female,Child,None,Christian
13,Charity Close,Ian,Cook,2,Son,NA,Male,Child,None,No Religion
14,Charity Close,Andrea,Davison,32,Head,Married,Female,"Doctor, general practice",None,Christian
14,Charity Close,Kenneth,Davison,31,Husband,Married,Male,Theme park manager,None,Christian
15,Charity Close,Teresa,Sheppard,57,Head,Single,Female,Logistics and distribution manager,None,Christian
15,Charity Close,Alan,McLean,59,Partner,Single,Male,"Administrator, education",None,Christian
15,Charity Close,Catherine,Sheppard,28,Daughter,Single,Female,Bonds trader,None,Christian
15,Charity Close,Sophie,Sheppard,26,Adopted Daughter,Single,Female,"Programmer, applications",None,Christian
15,Charity Close,Tony,Sheppard,12,Son,NA,Male,Student,None,
16,Charity Close,Hazel,Dawson,36,Head,Married,Female,Radiation protection practitioner,None,Christian
16,Charity Close,Roy,Dawson,35,Husband,Married,Male,Contractor,None,Christian
16,Charity Close,Diana,Dawson,8,Daughter,NA,Female,Student,None,No Religion
16,Charity Close,Claire,Dawson,4,Daughter,NA,Female,Child,None,Christian
17,Charity Close,Sheila,Watson,45,Head,Married,Female,Aeronautical engineer,None,Christian
17,Charity Close,Brett,Watson,47,Husband,Married,Male,Art therapist,None,Christian
17,Charity Close,Peter,Watson,14,Son,NA,Male,Student,None,No Religion
18,Charity Close,Jean,Parker,73,Head,Widowed,Female,Retired Trade mark attorney,None,Christian
19,Charity Close,Mark,Yates,42,Head,Married,Male,Economist,None,Christian
19,Charity Close,Dorothy,Yates,37,Wife,Married,Female,Race relations officer,None,Christian
19,Charity Close,Michael,Doherty,48,Lodger,Divorced,Male,Unemployed,None,Christian
20,Charity Close,Diana,Welch,43,Head,Single,Female,"Runner, broadcasting/film/video",None,Christian
20,Charity Close,Shaun,Robinson,43,Partner,Single,Male,Community arts worker,None,Christian
20,Charity Close,Claire,Welch,12,Daughter,NA,Female,Student,None,No Religion
20,Charity Close,James,Welch,8,Son,NA,Male,Student,None,Christian
21,Charity Close,Sophie,Shaw,57,Head,Single,Female,Osteopath,None,Christian
21,Charity Close,Diana,Shaw,25,Daughter,Single,Female,Garment/textile technologist,None,Christian
21,Charity Close,Raymond,Shaw,21,Adopted Son,Single,Male,University Student,None,Christian
21,Charity Close,Wayne,Shaw,20,Son,Single,Male,University Student,None,Christian
21,Charity Close,Sheila,Shaw,20,Daughter,Single,Female,University Student,None,No Religion
21,Charity Close,Clare,Shaw,16,Daughter,NA,Female,Student,None,NA
22,Charity Close,Sophie,Ali,58,Head,Single,Female,Diagnostic radiographer,None,No Religion
22,Charity Close,Sophie,Ali,35,Daughter,Single,Female,Garment/textile technologist,None,No Religion
22,Charity Close,Judith,Ali,30,Daughter,Single,Female,Banker,None,No Religion
22,Charity Close,Martyn,Ali,26,Son,Single,Male,"Nurse, learning disability",None,No Religion
23,Charity Close,Gerald,Morley,19,Head,Single,Male,University Student,None,No Religion
23,Charity Close,Allan,Wade,22,None,Single,Male,University Student,None,Christian
23,Charity Close,Darren,Ross,19,None,Single,Male,University Student,None,No Religion
23,Charity Close,Clare,Lawrence,31,None,Single,Female,PhD Student,None,No Religion
24,Charity Close,Joseph,Davies,53,Head,Married,Male,Stage manager,None,Christian
24,Charity Close,Maureen,Davies,49,Wife,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
25,Charity Close,Ashley,Marshall,47,Head,Single,Male,Environmental manager,None,No Religion
25,Charity Close,Amelia,Adams-Marshall,9,Step-Daughter,NA,Female,Student,None,NA
25,Charity Close,Anne,Adams-Marshall,9,Step-Daughter,NA,Female,Student,None,NA
26,Charity Close,Jill,Cunningham,51,Head,Divorced,Female,"Surveyor, minerals",None,Christian
26,Charity Close,Emma,Cunningham,21,Daughter,Single,Female,University Student,None,Christian
26,Charity Close,Jeremy,Cunningham,16,Son,NA,Male,Student,None,NA
26,Charity Close,Mohammad,Cunningham,13,Son,NA,Male,Student,None,NA
27,Charity Close,Julie,Saunders,53,Head,Married,Female,"Civil engineer, consulting",None,Christian
27,Charity Close,Alan,Saunders,55,Husband,Married,Male,"Accountant, chartered management",None,Christian
28,Charity Close,Charlene,Harris,30,Head,Divorced,Female,Aeronautical engineer,None,Christian
28,Charity Close,Danielle,Harris,1,Daughter,NA,Female,Child,None,NA
28,Charity Close,Alexandra,Harris,0,Daughter,NA,Female,Child,None,NA
28,Charity Close,Barbara,Hill,59,Lodger,Divorced,Female,Curator,None,Christian
29,Charity Close,Callum,Robinson,68,Head,Single,Male,"Retired Nurse, children's",None,Christian
29,Charity Close,Beth,Robinson,36,Daughter,Single,Female,"Geneticist, molecular",None,No Religion
30,Charity Close,Maria,Graham,56,Head,Married,Female,Soil scientist,None,Christian
30,Charity Close,Neil,Graham,54,Husband,Married,Male,Physiological scientist,None,Christian
30,Charity Close,Jason,Graham,22,Son,Divorced,Male,University Student,None,Christian
30,Charity Close,Robert,Graham,11,Son,NA,Male,Student,None,
31,Charity Close,Rachael,Gibson,33,Head,Married,Female,Unemployed,None,No Religion
31,Charity Close,Emily,Gibson,36,Wife,Married,Female,"Administrator, sports",None,No Religion
31,Charity Close,Gavin,Cole-Gibson,5,Son,NA,Male,Student,None,No Religion
31,Charity Close,Dylan,Cole-Gibson,1,Son,NA,Male,Child,None,No Religion
32,Charity Close,Jodie,Williams,43,Head,Married,Female,Unemployed,None,Christian
32,Charity Close,Stuart,Williams,41,Husband,Married,Male,Public house manager,None,Christian
32,Charity Close,Sarah,Williams,9,Daughter,NA,Female,Student,None,NA
32,Charity Close,Antony,Williams,6,Son,NA,Male,Student,None,NA
33,Charity Close,Teresa,Miah,45,Head,Married,Female,"Horticulturist, amenity",None,Christian
33,Charity Close,Clifford,Miah,45,Husband,Married,Male,"Engineer, production",None,Christian
33,Charity Close,Elizabeth,Miah,12,Daughter,NA,Female,Student,None,No Religion
33,Charity Close,Marion,Miah,10,Daughter,NA,Female,Student,None,Christian
34,Charity Close,Marion,Dyer,59,Head,Married,Female,Unemployed,None,Christian
34,Charity Close,Barry,Dyer,55,Husband,Married,Male,Dealer,None,No Religion
34,Charity Close,Carl,Dyer,23,Son,Single,Male,"Administrator, arts",None,Christian
34,Charity Close,Jake,Dyer,7,Son,NA,Male,Student,None,Christian
35,Charity Close,Rachael,Patterson,47,Head,Single,Female,Unemployed,None,No Religion
35,Charity Close,Jane,Patterson,16,Daughter,NA,Female,Student,None,NA
35,Charity Close,Oliver,Patterson,16,Son,NA,Male,Student,None,NA
35,Charity Close,Duncan,Patterson,15,Son,NA,Male,Student,None,NA
36,Charity Close,Carly,Clayton,41,Head,Married,Female,Wellsite geologist,None,Christian
36,Charity Close,Billy,Clayton,43,Husband,Married,Male,"Scientist, water quality",None,Christian
37,Charity Close,Caroline,Baker,58,Head,Married,Female,Air broker,None,Christian
37,Charity Close,Kenneth,Baker,64,Husband,Married,Male,Press photographer,None,Christian
37,Charity Close,Mohammad,Baker,23,Son,Single,Male,Estate agent,None,
37,Charity Close,George,Baker,13,Son,NA,Male,Student,None,Christian
38,Charity Close,Caroline,Hopkins,35,Head,Divorced,Female,Pathologist,None,Christian
38,Charity Close,Laura,Hopkins,2,Daughter,NA,Female,Child,None,NA
38,Charity Close,Catherine,Poole,45,Visitor,Single,Female,Accommodation manager,None,No Religion
38,Charity Close,Hazel,Williams,62,Cousin,Single,Female,Insurance underwriter,None,Christian
39,Charity Close,Sean,Thomas,40,Head,Single,Male,Actuary,None,No Religion
39,Charity Close,Sandra,James,44,None,Single,Female,Camera operator,None,No Religion
39,Charity Close,Declan,Sinclair,60,None,Single,Male,Advice worker,None,Christian
39,Charity Close,Glenn,Williams,34,None,Single,Male,"Engineer, broadcasting (operations)",None,Christian
40,Charity Close,Paul,Hodgson,29,Head,Married,Male,Building services engineer,None,No Religion
40,Charity Close,Vanessa,Hodgson,28,Wife,Married,Female,Civil Service fast streamer,None,No Religion
41,Charity Close,Gemma,Jones,80,Head,Married,Female,Retired Counselling psychologist,None,No Religion
41,Charity Close,Bryan,Jones,81,Husband,Married,Male,"Retired Engineer, manufacturing",None,No Religion
41,Charity Close,Paige,Jones,46,Daughter,Single,Female,"Teacher, primary school",None,No Religion
41,Charity Close,Charlene,Jones,42,Daughter,Widowed,Female,Commercial art gallery manager,None,No Religion
41,Charity Close,Julian,Jones,39,Son,Single,Male,Unemployed,None,No Religion
41,Charity Close,Claire,Jones,31,Daughter,Divorced,Female,Gaffer,None,No Religion
42,Charity Close,Scott,Phillips,27,Head,Married,Male,International aid/development worker,None,Christian
42,Charity Close,Charlotte,Phillips,25,Wife,Married,Female,Network engineer,None,Christian
43,Charity Close,Liam,Wilson,20,Head,Single,Male,University Student,None,Christian
43,Charity Close,Diane,Price,42,None,Single,Female,"Teacher, early years/pre",None,Christian
43,Charity Close,Elizabeth,Green,29,None,Single,Female,Recycling officer,None,No Religion
43,Charity Close,Megan,Smith,34,None,Single,Female,"Therapist, nutritional",None,No Religion
43,Charity Close,Maria,Harris,23,None,Single,Female,Warehouse manager,None,No Religion
43,Charity Close,Sheila,Stone,22,None,Single,Female,University Student,None,No Religion
44,Charity Close,Frances,Wilson,34,Head,Married,Female,Animal nutritionist,None,Christian
44,Charity Close,Kieran,Wilson,42,Husband,Married,Male,Health and safety inspector,None,Christian
45,Charity Close,Lucy,Woods,67,Head,Divorced,Female,Unemployed,None,No Religion
45,Charity Close,Tracy,Woods,42,Daughter,Single,Female,Accommodation manager,None,No Religion
45,Charity Close,Annette,Woods,37,Daughter,Divorced,Female,Housing manager/officer,None,No Religion
45,Charity Close,Mathew,Woods,34,Son,Single,Male,"Scientist, marine",None,No Religion
45,Charity Close,Katherine,Woods,32,Daughter,Single,Female,Unemployed,None,No Religion
45,Charity Close,Lisa,Woods,31,Daughter,Divorced,Female,Financial planner,None,No Religion
46,Charity Close,Julia,Butler,34,Head,Single,Female,Ceramics designer,None,Christian
46,Charity Close,Elliot,Butler,3,Son,NA,Male,Child,None,NA
46,Charity Close,Graham,Morris,27,Lodger,Divorced,Male,Writer,None,Sikh
46,Charity Close,Jenna,Gibson,30,Lodger,Single,Female,Interpreter,None,Christian
47,Charity Close,Tracey,Roberts,37,Head,Divorced,Female,"Designer, multimedia",None,Christian
47,Charity Close,Katie,Roberts,20,Daughter,Single,Female,University Student,None,Christian
47,Charity Close,Lauren,Roberts,16,Daughter,Divorced,Female,Student,None,NA
47,Charity Close,Billy,Baker-Roberts,8,Son,NA,Male,Student,None,NA
48,Charity Close,Teresa,Williams,48,Head,Married,Female,Jewellery designer,None,No Religion
48,Charity Close,Gavin,Williams,51,Husband,Married,Male,Education administrator,None,No Religion
48,Charity Close,Marcus,Williams,23,Son,Single,Male,Agricultural consultant,None,No Religion
48,Charity Close,Carol,Williams,21,Daughter,Divorced,Female,University Student,None,No Religion
48,Charity Close,Lisa,Williams,18,Daughter,Single,Female,Student,None,No Religion
48,Charity Close,Beverley,Williams,16,Daughter,NA,Female,Student,None,No Religion
49,Charity Close,Jane,Sharpe,53,Head,Married,Female,Purchasing manager,None,No Religion
49,Charity Close,Reece,Sharpe,51,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,No Religion
49,Charity Close,Ian,Sharpe,15,Son,NA,Male,Student,None,No Religion
49,Charity Close,Brandon,Sharpe,8,Son,NA,Male,Student,None,No Religion
49,Charity Close,Helen,Sharpe,6,Daughter,NA,Female,Student,None,No Religion
50,Charity Close,Olivia,Anderson,32,Head,Single,Female,Unemployed,None,Christian
50,Charity Close,Thomas,Anderson,16,Son,NA,Male,Student,None,NA
51,Charity Close,Stephanie,Lewis,56,Head,Married,Female,Unemployed,None,Christian
51,Charity Close,Stuart,Lewis,57,Husband,Married,Male,Sales promotion account executive,None,Christian
51,Charity Close,Janet,Lewis,24,Daughter,Single,Female,Dealer,None,Christian
51,Charity Close,Lydia,Lewis,0,Daughter,NA,Female,Child,None,Christian
52,Charity Close,Diana,Parkin,28,Head,Married,Female,Television floor manager,None,No Religion
52,Charity Close,Elliot,Parkin,30,Husband,Married,Male,Chemical engineer,None,No Religion
1,Stone Shoal,Jessica,Stewart,36,Head,Married,Female,"Runner, broadcasting/film/video",None,Christian
1,Stone Shoal,Louis,Stewart,39,Husband,Married,Male,Logistics and distribution manager,None,Christian
1,Stone Shoal,Phillip,Stewart,8,Son,NA,Male,Student,None,Christian
2,Stone Shoal,Fiona,O'Neill,72,Head,Widowed,Female,Unemployed,None,Christian
2,Stone Shoal,Jeremy,Reid,13,Grandson,NA,Male,Student,None,NA
2,Stone Shoal,Chloe,Reid,9,Granddaughter,NA,Female,Student,None,NA
3,Stone Shoal,Lynda,Khan,40,Head,Single,Female,TEFL teacher,None,Christian
3,Stone Shoal,David,Long,21,None,Single,Male,University Student,None,No Religion
3,Stone Shoal,Pauline,Bird,44,None,Single,Female,"Journalist, magazine",None,Christian
4,Stone Shoal,Sharon,Gibson,43,Head,Married,Female,Lobbyist,None,No Religion
4,Stone Shoal,Nicholas,Gibson,45,Husband,Married,Male,"Designer, graphic",None,No Religion
4,Stone Shoal,Kathryn,Gibson,8,Daughter,NA,Female,Student,None,No Religion
5,Stone Shoal,Deborah,Smith,41,Head,Single,Female,Unemployed,None,No Religion
5,Stone Shoal,Rebecca,Johnson,51,None,Single,Female,"Conservation officer, historic buildings",None,Christian
5,Stone Shoal,Terry,Thorpe,29,None,Single,Male,Medical physicist,None,Christian
5,Stone Shoal,Leonard,Lowe,47,None,Single,Male,Personnel officer,None,No Religion
5,Stone Shoal,Ross,Hunt,46,None,Single,Male,"Production assistant, radio",None,No Religion
6,Stone Shoal,Gordon,Lewis,18,Head,Married,Male,Student,None,
6,Stone Shoal,Abigail,Lewis,20,Wife,Married,Female,University Student,None,
6,Stone Shoal,Carly,Lewis,3,Daughter,NA,Female,Child,None,
6,Stone Shoal,Jack,Nixon,38,Lodger,Single,Male,"Therapist, art",None,No Religion
6,Stone Shoal,Dean,Taylor,20,Lodger,Single,Male,University Student,None,Hindu
7,Stone Shoal,Kayleigh,Frost,53,Head,Married,Female,"Physicist, medical",None,Christian
7,Stone Shoal,Derek,Frost,55,Husband,Married,Male,"Development worker, community",None,No Religion
7,Stone Shoal,Charlotte,Frost,15,Daughter,Married,Female,Student,None,NA
8,Stone Shoal,Olivia,Hunter,33,Head,Divorced,Female,Unemployed,None,Muslim
8,Stone Shoal,Jack,Hunter,2,Son,NA,Male,Child,None,NA
9,Stone Shoal,Henry,Dickinson,61,Head,Single,Male,Exhibition designer,None,Christian
9,Stone Shoal,Kelly,Walsh,58,Partner,Single,Female,Unemployed,None,Christian
10,Stone Shoal,Bethany,Young,57,Head,Married,Female,Site engineer,None,Christian
10,Stone Shoal,Alex,Young,53,Husband,Married,Male,Pension scheme manager,None,No Religion
10,Stone Shoal,Rosemary,Young,29,Daughter,Single,Female,Product designer,None,Christian
10,Stone Shoal,Thomas,Young,1,Son,NA,Male,Child,None,Christian
11,Stone Shoal,Douglas,Parkinson,44,Head,Divorced,Male,Civil Service fast streamer,None,Christian
12,Stone Shoal,Christine,Hunt,62,Head,Married,Female,Forensic psychologist,None,Christian
12,Stone Shoal,Dylan,Hunt,66,Husband,Married,Male,Wellsite geologist,None,Christian
12,Stone Shoal,Bethany,Hunt,38,Daughter,Single,Female,Building control surveyor,None,No Religion
13,Stone Shoal,Pamela,Taylor,60,Head,Married,Female,Manufacturing systems engineer,None,Christian
13,Stone Shoal,Nathan,Taylor,64,Husband,Married,Male,"Psychologist, occupational",None,No Religion
13,Stone Shoal,Annette,Taylor,41,Daughter,Single,Female,Architect,None,No Religion
13,Stone Shoal,Henry,Taylor,41,Son,Single,Male,Immigration officer,None,Christian
14,Stone Shoal,Deborah,Kelly,54,Head,Married,Female,Ecologist,None,Christian
14,Stone Shoal,Jonathan,Kelly,61,Husband,Married,Male,"Librarian, academic",None,Christian
14,Stone Shoal,Georgia,Davies,8,Granddaughter,NA,Female,Student,None,NA
15,Stone Shoal,Eleanor,Harrison,60,Head,Married,Female,"Engineer, civil (contracting)",None,Christian
15,Stone Shoal,Lewis,Harrison,62,Husband,Married,Male,Unemployed,None,Christian
15,Stone Shoal,Liam,Harrison,38,Son,Single,Male,International aid/development worker,None,No Religion
16,Stone Shoal,Georgia,Hughes,56,Head,Married,Female,Nature conservation officer,None,Christian
16,Stone Shoal,Scott,Hughes,57,Husband,Married,Male,Patent attorney,None,Christian
16,Stone Shoal,Cheryl,Hughes,27,Daughter,Single,Female,Agricultural consultant,None,No Religion
17,Stone Shoal,Ross,Fuller,34,Head,Single,Male,Sales promotion account executive,None,No Religion
17,Stone Shoal,Emma,Wood,32,Partner,Single,Female,"Runner, broadcasting/film/video",None,No Religion
17,Stone Shoal,Jamie,Phillips,42,Lodger,Single,Male,"Designer, furniture",None,No Religion
18,Stone Shoal,Ruth,Davies,67,Head,Married,Female,Charity fundraiser,None,Christian
18,Stone Shoal,Jordan,Davies,64,Husband,Married,Male,Unemployed,None,Christian
18,Stone Shoal,Mohammed,Davies,29,Son,Single,Male,"Librarian, academic",None,No Religion
19,Stone Shoal,Nicola,Roberts,29,Head,Single,Female,Call centre manager,None,No Religion
19,Stone Shoal,Christopher,Jones,37,Visitor,Single,Male,Radio producer,None,No Religion
19,Stone Shoal,Harriet,Hayes,21,Lodger,Single,Female,University Student,None,Christian
20,Stone Shoal,Jeffrey,Vaughan,53,Head,Married,Male,Herbalist,None,Christian
20,Stone Shoal,Gemma,Vaughan,50,Wife,Married,Female,"Engineer, electronics",None,Christian
21,Stone Shoal,Carolyn,Bryan,84,Head,Married,Female,Retired Amenity horticulturist,None,Christian
21,Stone Shoal,Dominic,Bryan,85,Husband,Married,Male,"Retired Sound technician, broadcasting/film/video",None,Christian
22,Stone Shoal,Karen,Jackson,43,Head,Married,Female,Health and safety inspector,None,Athiest
22,Stone Shoal,Stewart,Jackson,45,Husband,Married,Male,Television floor manager,None,Athiest
22,Stone Shoal,Melissa,Jackson,10,Daughter,NA,Female,Student,None,No Religion
22,Stone Shoal,Cheryl,Jackson,6,Daughter,NA,Female,Student,None,Athiest
22,Stone Shoal,Chloe,Miller-Jackson,6,Daughter,NA,Female,Student,None,Athiest
23,Stone Shoal,Benjamin,Duncan,89,Head,Married,Male,Retired Sub,None,Christian
23,Stone Shoal,Julia,Duncan,90,Wife,Married,Female,Retired Corporate treasurer,None,No Religion
24,Stone Shoal,Helen,Wright,37,Head,Single,Female,"Merchandiser, retail",None,Christian
24,Stone Shoal,Sally,Baker,3,Daughter,NA,Female,Child,None,NA
24,Stone Shoal,Ricky,Baker,0,Son,NA,Male,Child,None,NA
24,Stone Shoal,Louise,Kaur,32,Sibling,Single,Female,Telecommunications researcher,None,Christian
25,Stone Shoal,Ellie,Quinn,35,Head,Single,Female,Interior and spatial designer,None,No Religion
25,Stone Shoal,Albert,Bennett,37,Partner,Single,Male,Personal assistant,None,No Religion
25,Stone Shoal,Connor,Quinn,9,Son,NA,Male,Student,None,No Religion
26,Stone Shoal,Robin,Thompson,52,Head,Widowed,Male,Trade mark attorney,None,No Religion
26,Stone Shoal,Barbara,Brown,22,None,Single,Female,University Student,None,No Religion
